,1,1,50,5,0.05,0,0.0,False,make_unique_then_select,1.3107073431509193,3.932122029452758,3
,1,1,50,5,0.05,0,0.0,False,make_extra_unique,1.3410279845655089,4.023083953696527,3
,1,1,50,5,0.05,0,0.0,False,take_best,1.3328454785953203,3.9985364357859607,3
,1,1,50,5,0.05,0,0.0,False,take_best_unique,1.3246769891257242,3.9740309673771725,3
,1,1,50,5,0.05,0,0.0,True,make_unique_then_select,1.3441761821533016,4.032528546459905,3
,1,1,50,5,0.05,0,0.0,True,make_extra_unique,1.3267802280085892,3.9803406840257676,3
,1,1,50,5,0.05,0,0.0,True,take_best,1.349467077143615,4.048401231430845,3
,1,1,50,5,0.05,0,0.0,True,take_best_unique,1.3363636948523114,4.0090910845569345,3
,1,1,50,5,0.05,0,0.2,False,make_unique_then_select,1.3252219277183617,3.975665783155085,3
,1,1,50,5,0.05,0,0.2,False,make_extra_unique,1.3417359345324442,4.025207803597333,3
,1,1,50,5,0.05,0,0.2,False,take_best,1.3164306195659596,3.9492918586978787,3
,1,1,50,5,0.05,0,0.2,False,take_best_unique,1.3268106308272347,3.980431892481704,3
,1,1,50,5,0.05,0,0.2,True,make_unique_then_select,1.341465095651005,4.024395286953015,3
,1,1,50,5,0.05,0,0.2,True,make_extra_unique,1.3112710961083227,3.933813288324968,3
,1,1,50,5,0.05,0,0.2,True,take_best,1.3326306569838682,3.9978919709516045,3
,1,1,50,5,0.05,0,0.2,True,take_best_unique,1.328747669616891,3.9862430088506726,3
,1,1,50,5,0.05,0,0.5,False,make_unique_then_select,1.3393087428760653,4.017926228628196,3
,1,1,50,5,0.05,0,0.5,False,make_extra_unique,1.3159655247695035,3.9478965743085106,3
,1,1,50,5,0.05,0,0.5,False,take_best,1.325865427294468,3.9775962818834043,3
,1,1,50,5,0.05,0,0.5,False,take_best_unique,1.3205761530554103,3.961728459166231,3
,1,1,50,5,0.05,0,0.5,True,make_unique_then_select,1.3411707086214457,4.023512125864337,3
,1,1,50,5,0.05,0,0.5,True,make_extra_unique,1.3365445844720882,4.0096337534162645,3
,1,1,50,5,0.05,0,0.5,True,take_best,1.315596041351747,3.946788124055241,3
,1,1,50,5,0.05,0,0.5,True,take_best_unique,1.3309302945620531,3.9927908836861596,3
,1,1,50,5,0.05,0.3,0.0,False,make_unique_then_select,1.336211787667524,4.008635363002572,3
,1,1,50,5,0.05,0.3,0.0,False,make_extra_unique,1.3416420624151864,4.024926187245559,3
,1,1,50,5,0.05,0.3,0.0,False,take_best,1.3258160906910101,3.9774482720730306,3
,1,1,50,5,0.05,0.3,0.0,False,take_best_unique,1.320581695847901,3.9617450875437035,3
,1,1,50,5,0.05,0.3,0.0,True,make_unique_then_select,1.342591570510705,4.027774711532115,3
,1,1,50,5,0.05,0.3,0.0,True,make_extra_unique,1.3322422346858842,3.9967267040576524,3
,1,1,50,5,0.05,0.3,0.0,True,take_best,1.3447600291270236,4.034280087381071,3
,1,1,50,5,0.05,0.3,0.0,True,take_best_unique,1.3079786482588351,3.9239359447765056,3
,1,1,50,5,0.05,0.3,0.2,False,make_unique_then_select,1.3439386195098095,4.031815858529429,3
,1,1,50,5,0.05,0.3,0.2,False,make_extra_unique,1.3515470993005254,4.0546412979015765,3
,1,1,50,5,0.05,0.3,0.2,False,take_best,1.3441274679424469,4.032382403827341,3
,1,1,50,5,0.05,0.3,0.2,False,take_best_unique,1.333612327174456,4.000836981523368,3
,1,1,50,5,0.05,0.3,0.2,True,make_unique_then_select,1.3492206382237983,4.047661914671395,3
,1,1,50,5,0.05,0.3,0.2,True,make_extra_unique,1.3297569203383948,3.989270761015184,3
,1,1,50,5,0.05,0.3,0.2,True,take_best,1.3515470993005254,4.0546412979015765,3
,1,1,50,5,0.05,0.3,0.2,True,take_best_unique,1.3398956511101323,4.019686953330397,3
,1,1,50,5,0.05,0.3,0.5,False,make_unique_then_select,1.341088760434194,4.023266281302582,3
